"Month Name","Agency","Description","Borough","# of Incidents","Response Times"
"2015 / 02","FDNY","Average response time to non-structural fires","Staten Island","20","316.40"
"2015 / 02","FDNY","Average response time to non-fire emergencies","Staten Island","1,537","502.54"
"2015 / 02","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","566","475.07"
"2015 / 02","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","78","48.72"
"2015 / 02","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","78","51.28"
"2015 / 02","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","78","0.00"
"2015 / 02","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","78","0.00"
"2015 / 02","FDNY","Average response time to non-fire emergencies","Unspecified","6","632.67"
"2015 / 02","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","3","431.67"
"2015 / 01","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","11,938","491.55"
"2015 / 01","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","10,198","560.60"
"2015 / 01","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","9,494","490.01"
"2015 / 01","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","8,203","529.37"
"2015 / 01","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,913","513.27"
"2015 / 01","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","7","681.86"
"2015 / 01","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","694","454.98"
"2015 / 01","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","11,294","549.57"
"2015 / 01","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","28,070","707.13"
"2015 / 01","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","7,872","58.16"
"2015 / 01","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","495","445.67"
"2015 / 01","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","9,743","587.00"
"2015 / 01","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","23,826","902.63"
"2015 / 01","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","7,019","54.07"
"2015 / 01","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","481","417.59"
"2015 / 01","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","8,901","526.34"
"2015 / 01","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","22,193","678.92"
"2015 / 01","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","6,579","66.88"
"2015 / 01","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","605","498.49"
"2015 / 01","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","7,702","596.65"
"2015 / 01","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","18,455","753.07"
"2015 / 01","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","5,429","46.84"
"2015 / 01","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","118","480.02"
"2015 / 01","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,785","572.27"
"2015 / 01","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","4,068","713.33"
"2015 / 01","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,253","49.80"
"2015 / 01","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","7","789.00"
"2015 / 01","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","47","1,119.55"
"2015 / 01","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","1","0.00"
"2015 / 01","FDNY","Average response time to structural fires","Brooklyn","476","259.13"
"2015 / 01","FDNY","Average response time to non-structural fires","Brooklyn","527","330.31"
"2015 / 01","FDNY","Average response time to non-fire emergencies","Brooklyn","8,036","443.51"
"2015 / 01","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","3,627","427.98"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","1,003","60.82"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","1,003","38.48"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","1,003","0.40"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","1,003","0.30"
"2015 / 01","FDNY","Average response time to structural fires","Bronx","368","306.07"
"2015 / 01","FDNY","Average response time to non-structural fires","Bronx","139","347.39"
"2015 / 01","FDNY","Average response time to non-fire emergencies","Bronx","5,554","550.26"
"2015 / 01","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,393","483.16"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","507","47.73"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","507","50.89"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","507","0.99"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","507","0.39"
"2015 / 01","FDNY","Average response time to structural fires","Manhattan","328","301.45"
"2015 / 01","FDNY","Average response time to non-structural fires","Manhattan","298","351.30"
"2015 / 01","FDNY","Average response time to non-fire emergencies","Manhattan","6,134","466.77"
"2015 / 01","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,537","466.93"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","626","44.89"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","626","53.19"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","626","1.92"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","626","0.00"
"2015 / 01","FDNY","Average response time to structural fires","Queens","259","319.12"
"2015 / 01","FDNY","Average response time to non-structural fires","Queens","309","371.34"
"2015 / 01","FDNY","Average response time to non-fire emergencies","Queens","5,554","531.92"
"2015 / 01","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,613","470.00"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","568","39.96"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","568","57.39"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","568","2.11"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","568","0.53"
"2015 / 01","FDNY","Average response time to structural fires","Staten Island","64","287.00"
"2015 / 01","FDNY","Average response time to non-structural fires","Staten Island","39","438.92"
"2015 / 01","FDNY","Average response time to non-fire emergencies","Staten Island","1,484","503.37"
"2015 / 01","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","597","450.79"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","103","46.60"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","103","48.54"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","103","3.88"
"2015 / 01","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","103","0.97"
"2015 / 01","FDNY","Average response time to non-fire emergencies","Unspecified","3","1,413.67"
"2015 / 01","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","2","628.00"
"2014 / 12","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","11,780","470.18"
"2014 / 12","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","9,514","515.95"
"2014 / 12","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","9,648","492.19"
"2014 / 12","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","8,167","509.40"
"2014 / 12","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,935","493.38"
"2014 / 12","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","15","653.33"
"2014 / 12","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","648","444.08"
"2014 / 12","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","11,213","531.72"
"2014 / 12","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","27,243","661.67"
"2014 / 12","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","7,672","59.48"
"2014 / 12","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","455","442.02"
"2014 / 12","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","9,119","555.56"
"2014 / 12","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","22,562","755.40"
"2014 / 12","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","6,503","58.19"
"2014 / 12","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","422","423.37"
"2014 / 12","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","8,979","529.27"
"2014 / 12","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","22,176","693.54"
"2014 / 12","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","6,463","67.01"
"2014 / 12","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","587","467.70"
"2014 / 12","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","7,739","580.39"
"2014 / 12","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","18,200","666.40"
"2014 / 12","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","5,336","49.08"
"2014 / 12","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","148","475.66"
"2014 / 12","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,822","563.18"
"2014 / 12","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","4,066","630.22"
"2014 / 12","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,283","50.66"
"2014 / 12","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Unspecified","2","545.50"
"2014 / 12","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","15","701.07"
"2014 / 12","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","46","854.96"
"2014 / 12","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","12","16.67"
"2014 / 12","FDNY","Average response time to structural fires","Brooklyn","455","267.16"
"2014 / 12","FDNY","Average response time to non-structural fires","Brooklyn","165","303.45"
"2014 / 12","FDNY","Average response time to non-fire emergencies","Brooklyn","7,361","413.92"
"2014 / 12","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","3,542","401.39"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","620","74.68"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","620","24.35"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","620","0.65"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","620","0.32"
"2014 / 12","FDNY","Average response time to structural fires","Bronx","355","310.87"
"2014 / 12","FDNY","Average response time to non-structural fires","Bronx","89","351.65"
"2014 / 12","FDNY","Average response time to non-fire emergencies","Bronx","5,065","464.30"
"2014 / 12","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,270","448.11"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","444","50.68"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","444","47.30"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","444","1.58"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","444","0.45"
"2014 / 12","FDNY","Average response time to structural fires","Manhattan","321","297.22"
"2014 / 12","FDNY","Average response time to non-structural fires","Manhattan","113","349.63"
"2014 / 12","FDNY","Average response time to non-fire emergencies","Manhattan","5,702","446.14"
"2014 / 12","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,636","440.44"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","434","50.69"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","434","48.39"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","434","0.92"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","434","0.00"
"2014 / 12","FDNY","Average response time to structural fires","Queens","274","313.95"
"2014 / 12","FDNY","Average response time to non-structural fires","Queens","128","366.92"
"2014 / 12","FDNY","Average response time to non-fire emergencies","Queens","5,007","464.70"
"2014 / 12","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,575","452.28"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","402","47.26"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","402","50.50"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","402","2.24"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","402","0.00"
"2014 / 12","FDNY","Average response time to structural fires","Staten Island","69","375.33"
"2014 / 12","FDNY","Average response time to non-structural fires","Staten Island","33","364.39"
"2014 / 12","FDNY","Average response time to non-fire emergencies","Staten Island","1,183","436.40"
"2014 / 12","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","620","423.15"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","102","46.08"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","102","50.98"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","102","0.98"
"2014 / 12","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","102","1.96"
"2014 / 12","FDNY","Average response time to non-fire emergencies","Unspecified","6","631.50"
"2014 / 12","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","6","750.67"
"2014 / 11","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","10,631","477.79"
"2014 / 11","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","8,583","521.52"
"2014 / 11","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","9,022","500.72"
"2014 / 11","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","7,295","521.81"
"2014 / 11","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,637","488.31"
"2014 / 11","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","20","545.60"
"2014 / 11","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","624","438.93"
"2014 / 11","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","10,056","542.19"
"2014 / 11","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","25,063","654.39"
"2014 / 11","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","6,976","60.91"
"2014 / 11","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","462","458.50"
"2014 / 11","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","8,203","557.47"
"2014 / 11","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","20,601","740.73"
"2014 / 11","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","5,918","58.40"
"2014 / 11","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","466","420.45"
"2014 / 11","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","8,380","541.04"
"2014 / 11","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","20,432","685.28"
"2014 / 11","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","6,123","66.67"
"2014 / 11","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","519","497.92"
"2014 / 11","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","6,833","594.41"
"2014 / 11","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","16,327","681.13"
"2014 / 11","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","4,735","49.73"
"2014 / 11","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","120","465.82"
"2014 / 11","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,541","558.73"
"2014 / 11","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","3,578","636.66"
"2014 / 11","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,096","55.84"
"2014 / 11","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Unspecified","2","309.00"
"2014 / 11","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","19","580.95"
"2014 / 11","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","62","817.21"
"2014 / 11","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","13","38.46"
"2014 / 11","FDNY","Average response time to structural fires","Brooklyn","456","258.57"
"2014 / 11","FDNY","Average response time to non-structural fires","Brooklyn","188","317.64"
"2014 / 11","FDNY","Average response time to non-fire emergencies","Brooklyn","7,130","418.62"
"2014 / 11","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","3,303","411.53"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","644","73.91"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","644","25.31"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","644","0.62"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","644","0.16"
"2014 / 11","FDNY","Average response time to structural fires","Bronx","347","309.47"
"2014 / 11","FDNY","Average response time to non-structural fires","Bronx","128","357.66"
"2014 / 11","FDNY","Average response time to non-fire emergencies","Bronx","4,893","478.71"
"2014 / 11","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,091","456.85"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","475","45.68"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","475","52.42"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","475","1.89"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","475","0.00"
"2014 / 11","FDNY","Average response time to structural fires","Manhattan","312","298.17"
"2014 / 11","FDNY","Average response time to non-structural fires","Manhattan","174","361.68"
"2014 / 11","FDNY","Average response time to non-fire emergencies","Manhattan","5,737","445.80"
"2014 / 11","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","2,502","447.93"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","486","53.29"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","486","44.03"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","486","2.06"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","486","0.62"
"2014 / 11","FDNY","Average response time to structural fires","Queens","271","305.15"
"2014 / 11","FDNY","Average response time to non-structural fires","Queens","160","376.43"
"2014 / 11","FDNY","Average response time to non-fire emergencies","Queens","4,946","495.70"
"2014 / 11","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","2,339","467.60"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","431","49.65"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","431","47.80"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","431","2.09"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","431","0.46"
"2014 / 11","FDNY","Average response time to structural fires","Staten Island","60","293.60"
"2014 / 11","FDNY","Average response time to non-structural fires","Staten Island","50","361.80"
"2014 / 11","FDNY","Average response time to non-fire emergencies","Staten Island","1,138","440.93"
"2014 / 11","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","553","435.57"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","110","50.00"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","110","48.18"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","110","1.82"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","110","0.00"
"2014 / 11","FDNY","Average response time to structural fires","Unspecified","1","320.00"
"2014 / 11","FDNY","Average response time to non-structural fires","Unspecified","1","463.00"
"2014 / 11","FDNY","Average response time to non-fire emergencies","Unspecified","2","481.00"
"2014 / 11","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","7","616.00"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Unspecified","2","0.00"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Unspecified","2","100.00"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Unspecified","2","0.00"
"2014 / 11","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Unspecified","2","0.00"
"2014 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","10,227","475.69"
"2014 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","8,431","531.81"
"2014 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","8,941","493.06"
"2014 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","6,925","506.27"
"2014 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","1,662","493.11"
"2014 / 10","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","10","482.45"
"2014 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","499","451.63"
"2014 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","9,074","548.50"
"2014 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","21,963","662.88"
"2014 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Brooklyn","6,557","59.20"
"2014 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Bronx","357","461.50"
"2014 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Bronx","7,710","577.36"
"2014 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Bronx","18,469","791.23"
"2014 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Bronx","5,606","56.67"
"2014 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Manhattan","374","442.97"
"2014 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Manhattan","7,837","539.25"
"2014 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Manhattan","18,671","709.52"
"2014 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Manhattan","5,768","65.55"
"2014 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Queens","391","487.00"
"2014 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Queens","6,136","582.82"
"2014 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Queens","14,486","669.28"
"2014 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Queens","4,467","51.69"
"2014 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Staten Island","82","483.49"
"2014 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Staten Island","1,461","569.65"
"2014 / 10","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Staten Island","3,164","622.87"
"2014 / 10","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,080","51.48"
"2014 / 10","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Unspecified","1","605.00"
"2014 / 10","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","8","574.88"
